Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
,September 2016,$885K,-9.7%,8.6%,121,-14.8%,-8.3%,158,0.6%,7.5%,114,0.0%,-10.2%,40,6,12,98.7%,-0.2%,-0.4%
,October 2016,$949K,7.2%,6.6%,129,6.6%,2.4%,150,-5.1%,5.6%,109,-4.4%,-11.4%,35,-5,4,98.8%,0.1%,-0.1%
,November 2016,$947K,-0.2%,5.8%,122,-5.4%,13.0%,141,-6.0%,8.5%,113,3.7%,10.8%,28,-8,-9,98.8%,0.0%,0.0%
,December 2016,$999K,5.5%,16.2%,117,-4.1%,17.0%,111,-21.3%,3.7%,98,-13.3%,8.9%,31,4,-15,98.5%,-0.3%,0.6%
,January 2017,"$1,125K",12.6%,28.9%,96,-17.9%,17.1%,108,-2.7%,3.8%,88,-10.2%,-12.9%,25,-6,-24,98.0%,-0.5%,0.8%
,February 2017,"$1,080K",-4.0%,22.0%,85,-11.5%,13.3%,109,0.9%,-19.3%,91,3.4%,-18.0%,36,11,-9,98.1%,0.0%,1.6%
,March 2017,"$1,059K",-2.0%,12.6%,96,12.9%,7.9%,144,32.1%,-18.2%,100,9.9%,-18.0%,28,-8,4,98.6%,0.6%,0.0%
,April 2017,$905K,-14.5%,-4.2%,107,11.5%,7.0%,155,7.6%,-16.2%,111,11.0%,-10.5%,29,1,9,99.7%,1.1%,0.4%
,May 2017,$965K,6.6%,3.2%,124,15.9%,-1.6%,167,7.7%,-8.7%,117,5.4%,0.9%,23,-6,2,100.1%,0.3%,0.4%
,June 2017,"$1,084K",12.3%,11.2%,126,1.6%,-5.3%,153,-8.4%,-10.5%,111,-5.1%,-5.9%,20,-3,-3,101.0%,0.9%,1.4%
,July 2017,"$1,128K",4.1%,20.9%,126,0.0%,-8.7%,146,-4.6%,-13.1%,116,4.5%,-2.5%,25,5,-3,100.0%,-0.9%,0.8%
,August 2017,"$1,098K",-2.6%,12.0%,119,-5.6%,-16.2%,139,-4.8%,-11.5%,112,-3.4%,-1.8%,22,-3,-12,100.7%,0.6%,1.8%
,September 2017,"$1,150K",4.7%,29.9%,105,-11.8%,-13.2%,137,-1.4%,-13.3%,114,1.8%,0.0%,41,19,1,99.3%,-1.4%,0.7%
,October 2017,"$1,150K",0.0%,21.2%,104,-1.0%,-19.4%,129,-5.8%,-14.0%,103,-9.6%,-5.5%,31,-10,-4,99.8%,0.5%,1.0%
,November 2017,"$1,180K",2.6%,24.6%,95,-8.7%,-22.1%,117,-9.3%,-17.0%,97,-5.8%,-14.2%,34,3,7,99.3%,-0.5%,0.5%
,December 2017,"$1,109K",-6.0%,11.0%,101,6.3%,-13.7%,91,-22.2%,-18.0%,76,-21.6%,-22.4%,32,-2,1,99.7%,0.5%,1.2%
,January 2018,"$1,144K",3.1%,1.6%,98,-3.0%,2.1%,96,5.5%,-11.1%,78,2.6%,-11.4%,33,1,8,98.8%,-1.0%,0.7%
,February 2018,"$1,090K",-4.7%,0.9%,91,-7.1%,7.1%,113,17.7%,3.7%,79,1.3%,-13.2%,44,12,8,98.4%,-0.4%,0.3%
,March 2018,"$1,047K",-3.9%,-1.1%,99,8.8%,3.1%,138,22.1%,-4.2%,86,8.9%,-14.0%,29,-15,1,98.9%,0.6%,0.3%
,April 2018,"$1,050K",0.3%,16.0%,105,6.1%,-1.9%,137,-0.7%,-11.6%,89,3.5%,-19.8%,27,-2,-2,100.3%,1.4%,0.6%
,May 2018,"$1,150K",9.5%,19.2%,109,3.8%,-12.1%,137,0.0%,-18.0%,94,5.6%,-19.7%,21,-6,-2,100.8%,0.5%,0.7%
,June 2018,"$1,241K",7.9%,14.5%,97,-11.0%,-23.0%,144,5.1%,-5.9%,99,5.3%,-10.8%,23,2,3,100.6%,-0.2%,-0.3%
,July 2018,"$1,250K",0.7%,10.8%,103,6.2%,-18.3%,159,10.4%,8.9%,106,7.1%,-8.6%,25,3,0,99.6%,-1.1%,-0.5%
,August 2018,"$1,200K",-4.0%,9.3%,103,0.0%,-13.4%,152,-4.4%,9.4%,105,-0.9%,-6.3%,25,0,3,99.3%,-0.3%,-1.4%
,September 2018,"$1,149K",-4.3%,-0.1%,100,-2.9%,-4.8%,166,9.2%,21.2%,123,17.1%,7.9%,25,0,-16,99.1%,-0.2%,-0.2%
,October 2018,"$1,055K",-8.2%,-8.3%,104,4.0%,0.0%,157,-5.4%,21.7%,119,-3.3%,15.5%,26,1,-6,99.4%,0.3%,-0.4%
,November 2018,"$1,182K",12.0%,0.2%,112,7.7%,17.9%,152,-3.2%,29.9%,124,4.2%,27.8%,29,4,-5,98.6%,-0.8%,-0.7%
,December 2018,"$1,263K",6.8%,13.8%,108,-3.6%,6.9%,108,-28.9%,18.7%,105,-15.3%,38.2%,29,0,-3,98.7%,0.1%,-1.1%
,January 2019,"$1,414K",12.0%,23.7%,82,-24.1%,-16.3%,93,-13.9%,-3.1%,112,6.7%,43.6%,40,11,7,97.6%,-1.1%,-1.2%
,February 2019,"$1,325K",-6.3%,21.6%,61,-25.6%,-33.0%,80,-14.0%,-29.2%,114,1.8%,44.3%,49,10,5,97.6%,0.0%,-0.8%
,March 2019,"$1,151K",-13.2%,9.9%,70,14.8%,-29.3%,110,37.5%,-20.3%,115,0.9%,33.7%,67,18,38,96.6%,-1.0%,-2.3%
,April 2019,"$1,025K",-10.9%,-2.4%,82,17.1%,-21.9%,131,19.1%,-4.4%,135,17.4%,51.7%,60,-7,33,97.9%,1.4%,-2.4%
,May 2019,"$1,083K",5.6%,-5.9%,98,19.5%,-10.1%,170,29.8%,24.1%,160,18.5%,70.2%,51,-9,30,97.9%,0.0%,-2.9%
,June 2019,"$1,288K",19.0%,3.8%,99,1.0%,2.1%,176,3.5%,22.2%,176,10.0%,77.8%,48,-3,26,98.0%,0.1%,-2.7%
,July 2019,"$1,139K",-11.6%,-8.9%,108,9.1%,4.9%,170,-3.4%,6.9%,167,-5.1%,57.5%,54,6,29,97.3%,-0.7%,-2.3%
,August 2019,$994K,-12.7%,-17.2%,110,1.9%,6.8%,150,-11.8%,-1.3%,166,-0.6%,58.1%,55,1,30,97.7%,0.4%,-1.5%
,September 2019,$971K,-2.3%,-15.5%,117,6.4%,17.0%,136,-9.3%,-18.1%,149,-10.2%,21.1%,58,3,33,98.4%,0.6%,-0.7%
,October 2019,$995K,2.5%,-5.7%,107,-8.5%,2.9%,132,-2.9%,-15.9%,149,0.0%,25.2%,61,4,36,98.8%,0.5%,-0.5%
,November 2019,"$1,150K",15.6%,-2.7%,98,-8.4%,-12.5%,122,-7.6%,-19.7%,147,-1.3%,18.5%,68,7,39,98.3%,-0.6%,-0.3%
,December 2019,"$1,200K",4.3%,-5.0%,97,-1.0%,-10.2%,99,-18.9%,-8.3%,115,-21.8%,9.5%,71,3,42,97.3%,-0.9%,-1.4%
,January 2020,"$1,285K",7.1%,-9.1%,93,-4.1%,13.4%,98,-1.0%,5.4%,124,7.8%,10.7%,77,7,38,97.0%,-0.3%,-0.6%
,February 2020,"$1,250K",-2.7%,-5.7%,96,3.2%,57.4%,114,16.3%,42.5%,137,10.5%,20.2%,87,10,38,97.1%,0.1%,-0.5%
,March 2020,"$1,305K",4.4%,13.4%,85,-11.5%,21.4%,135,18.4%,22.7%,129,-5.8%,12.2%,84,-3,17,97.8%,0.7%,1.2%
,April 2020,"$1,200K",-8.0%,17.1%,75,-11.8%,-8.5%,114,-15.6%,-13.0%,121,-6.2%,-10.4%,75,-9,15,97.9%,0.1%,0.0%
,May 2020,"$1,200K",0.0%,10.9%,59,-21.3%,-39.8%,114,0.0%,-32.9%,151,24.8%,-5.6%,70,-6,19,97.5%,-0.4%,-0.4%
,June 2020,"$1,038K",-13.5%,-19.4%,44,-25.4%,-55.6%,129,13.2%,-26.7%,174,15.2%,-1.1%,56,-14,8,96.5%,-1.0%,-1.5%
,July 2020,$952K,-8.2%,-16.4%,59,34.1%,-45.4%,166,28.7%,-2.4%,181,4.0%,8.4%,56,0,2,96.7%,0.2%,-0.6%
,August 2020,"$1,005K",5.5%,1.1%,90,52.5%,-18.2%,171,3.0%,14.0%,183,1.1%,10.2%,58,2,3,97.1%,0.4%,-0.7%
,September 2020,"$1,045K",4.0%,7.6%,109,21.1%,-6.8%,182,6.4%,33.8%,203,10.9%,36.2%,55,-4,-3,97.1%,0.0%,-1.3%
,October 2020,"$1,093K",4.5%,9.8%,110,0.9%,2.8%,186,2.2%,40.9%,218,7.4%,46.3%,56,2,-5,97.0%,-0.1%,-1.9%
,November 2020,"$1,038K",-5.0%,-9.8%,88,-20.0%,-10.2%,179,-3.8%,46.7%,212,-2.8%,44.2%,56,-1,-13,97.1%,0.1%,-1.2%
,December 2020,"$1,035K",-0.2%,-13.8%,92,4.5%,-5.2%,137,-23.5%,38.4%,172,-18.9%,49.6%,61,5,-10,97.5%,0.4%,0.1%
,January 2021,"$1,020K",-1.4%,-20.6%,89,-3.3%,-4.3%,123,-10.2%,25.5%,169,-1.7%,36.3%,63,3,-14,97.7%,0.3%,0.7%
,February 2021,"$1,010K",-1.0%,-19.2%,97,9.0%,1.0%,126,2.4%,10.5%,164,-3.0%,19.7%,68,5,-19,97.8%,0.1%,0.7%
,March 2021,"$1,085K",7.4%,-16.9%,113,16.5%,32.9%,175,38.9%,29.6%,173,5.5%,34.1%,76,8,-9,97.8%,0.0%,0.0%
,April 2021,"$1,210K",11.5%,0.8%,128,13.3%,70.7%,206,17.7%,80.7%,185,6.9%,52.9%,68,-8,-7,97.8%,0.0%,-0.1%
,May 2021,"$1,251K",3.4%,4.2%,144,12.5%,144.1%,208,1.0%,82.5%,182,-1.6%,20.5%,55,-13,-15,98.1%,0.3%,0.6%
,June 2021,"$1,278K",2.2%,23.1%,140,-2.8%,218.2%,206,-1.0%,59.7%,185,1.6%,6.3%,47,-8,-9,98.8%,0.7%,2.3%
,July 2021,"$1,226K",-4.0%,28.8%,141,0.7%,139.0%,208,1.0%,25.3%,196,5.9%,8.3%,44,-3,-12,99.3%,0.5%,2.6%
,August 2021,"$1,195K",-2.5%,19.0%,137,-2.8%,52.2%,203,-2.4%,18.7%,186,-5.1%,1.6%,47,3,-11,99.3%,0.1%,2.3%
